model,tuned,feature_num,baseline,accuracy,improvement,cv_std,tuning_params,cv_scores
xgb,1,"2, 3, 5, 6, 7, 8, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 3, 5, 6, 7, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 3, 5, 6, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 3, 5, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 3, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 4, 5, 6, 7, 8, 9",0.78547,0.81006,0.02459,0.02849,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.82122905, 0.78212291, 0.78770950, 0.86033520, 0.79888268]"
xgb,1,"2, 4, 5, 6, 7, 8, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 4, 5, 6, 7, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 4, 5, 6, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 4, 5, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 4, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 5, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"3, 4, 5, 6, 7, 8, 9",0.78547,0.79106,0.00558,0.01716,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 1.0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.79888268, 0.77653631, 0.77653631, 0.82122905, 0.78212291]"
xgb,1,"3, 4, 5, 6, 7, 8, 10",0.78547,0.79777,0.01229,0.01948,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.79888268, 0.83240223, 0.77653631]"
xgb,1,"3, 4, 5, 6, 7, 9, 10",0.78547,0.8,0.01453,0.03168,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.81005587, 0.76536313, 0.76536313, 0.84916201, 0.81005587]"
xgb,1,"3, 4, 5, 6, 8, 9, 10",0.78547,0.79777,0.01229,0.01948,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.79888268, 0.83240223, 0.77653631]"
xgb,1,"3, 4, 5, 7, 8, 9, 10",0.78547,0.79777,0.01229,0.02072,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81005587, 0.77653631, 0.78770950, 0.83240223, 0.78212291]"
xgb,1,"3, 4, 6, 7, 8, 9, 10",0.78547,0.79665,0.01117,0.00974,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.79329609, 0.80446927, 0.81005587, 0.78212291]"
xgb,1,"3, 5, 6, 7, 8, 9, 10",0.78547,0.79777,0.01229,0.01948,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79888268, 0.78212291, 0.79888268, 0.83240223, 0.77653631]"
xgb,1,"4, 5, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02189,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.80446927, 0.78212291, 0.80446927, 0.84916201, 0.80446927]"
xgb,1,"1, 2, 3, 4, 5, 6, 7, 8",0.78547,0.8067,0.02122,0.03031,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.78770950, 0.85474860, 0.80446927]"
xgb,1,"1, 2, 3, 4, 5, 6, 7, 9",0.78547,0.8067,0.02122,0.03031,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.78770950, 0.85474860, 0.80446927]"
xgb,1,"1, 2, 3, 4, 5, 6, 7, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 3, 4, 5, 6, 8, 9",0.78547,0.8067,0.02122,0.03031,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.78770950, 0.85474860, 0.80446927]"
xgb,1,"1, 2, 3, 4, 5, 6, 8, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 3, 4, 5, 6, 9, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 3, 4, 5, 7, 8, 9",0.78547,0.80782,0.02234,0.02279,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.78212291, 0.80446927, 0.84916201, 0.81005587]"
xgb,1,"1, 2, 3, 4, 5, 7, 8, 10",0.78547,0.80782,0.02234,0.02167,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.80446927, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 4, 5, 7, 9, 10",0.78547,0.80782,0.02234,0.02167,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.80446927, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 4, 5, 8, 9, 10",0.78547,0.80782,0.02234,0.02167,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.80446927, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 4, 6, 7, 8, 9",0.78547,0.80894,0.02346,0.02723,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.80446927, 0.84916201, 0.80446927]"
xgb,1,"1, 2, 3, 4, 6, 7, 8, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 4, 6, 7, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 4, 6, 8, 9, 10",0.78547,0.80447,0.019,0.0229,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.80446927, 0.78770950, 0.81005587, 0.84357542, 0.77653631]"
xgb,1,"1, 2, 3, 4, 7, 8, 9, 10",0.78547,0.81117,0.02569,0.02723,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.81564246, 0.78212291, 0.82122905, 0.85474860, 0.78212291]"
xgb,1,"1, 2, 3, 5, 6, 7, 8, 9",0.78547,0.8067,0.02122,0.03031,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.78770950, 0.85474860, 0.80446927]"
xgb,1,"1, 2, 3, 5, 6, 7, 8, 10",0.78547,0.80447,0.019,0.02029,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81564246, 0.78770950, 0.79888268, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 5, 6, 7, 9, 10",0.78547,0.81117,0.02569,0.02582,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 1.0, 'colsample_bytree': 0.6, 'booster': 'gbtree'}","[0.81005587, 0.80446927, 0.78770950, 0.86033520, 0.79329609]"
xgb,1,"1, 2, 3, 5, 6, 8, 9, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 3, 5, 7, 8, 9, 10",0.78547,0.80782,0.02234,0.02167,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.80446927, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 3, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 4, 5, 6, 7, 8, 9",0.78547,0.8067,0.02122,0.03031,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82122905, 0.76536313, 0.78770950, 0.85474860, 0.80446927]"
xgb,1,"1, 2, 4, 5, 6, 7, 8, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 4, 5, 6, 7, 9, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 4, 5, 6, 8, 9, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 2, 4, 5, 7, 8, 9, 10",0.78547,0.80782,0.02234,0.02167,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.80446927, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 4, 6, 7, 8, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"1, 2, 5, 6, 7, 8, 9, 10",0.78547,0.80782,0.02234,0.02195,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.81564246, 0.78770950, 0.81005587, 0.84357542, 0.78212291]"
xgb,1,"1, 3, 4, 5, 6, 7, 8, 9",0.78547,0.80223,0.01675,0.04478,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.81564246, 0.78212291, 0.75418994, 0.88268156, 0.77653631]"
xgb,1,"1, 3, 4, 5, 6, 7, 8, 10",0.78547,0.79777,0.01229,0.04127,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79888268, 0.77653631, 0.76536313, 0.87709497, 0.77094972]"
xgb,1,"1, 3, 4, 5, 6, 7, 9, 10",0.78547,0.79665,0.01117,0.03864,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.79329609, 0.78212291, 0.76536313, 0.87150838, 0.77094972]"
xgb,1,"1, 3, 4, 5, 6, 8, 9, 10",0.78547,0.79106,0.00558,0.01303,"{'tree_method': 'auto', 'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 1.0, 'colsample_bytree': 0.6, 'booster': 'gbtree'}","[0.79329609, 0.78212291, 0.78212291, 0.81564246, 0.78212291]"
xgb,1,"1, 3, 4, 5, 7, 8, 9, 10",0.78547,0.7933,0.00783,0.0206,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.77653631, 0.78770950, 0.83240223, 0.77653631]"
xgb,1,"1, 3, 4, 6, 7, 8, 9, 10",0.78547,0.79553,0.01005,0.0144,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.80446927, 0.79888268, 0.78212291, 0.81564246, 0.77653631]"
xgb,1,"1, 3, 5, 6, 7, 8, 9, 10",0.78547,0.79553,0.01005,0.02251,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 1, 'reg_lambda': 10, 'reg_alpha': 5, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0, 'booster': 'gbtree'}","[0.79329609, 0.77653631, 0.79329609, 0.83798883, 0.77653631]"
xgb,1,"1, 4, 5, 6, 7, 8, 9, 10",0.78547,0.81229,0.02681,0.02705,"{'tree_method': 'auto', 'subsample': 1.0, 'scale_pos_weight': 2, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'gbtree'}","[0.80446927, 0.77653631, 0.81005587, 0.86033520, 0.81005587]"
xgb,1,"2, 3, 4, 5, 6, 7, 8, 9",0.78547,0.8067,0.02122,0.03268,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 2, 'reg_lambda': 10, 'reg_alpha': 1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.8, 'booster': 'dart'}","[0.82681564, 0.77094972, 0.78212291, 0.86033520, 0.79329609]"
xgb,1,"2, 3, 4, 5, 6, 7, 8, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
xgb,1,"2, 3, 4, 5, 6, 7, 9, 10",0.78547,0.80894,0.02346,0.02161,"{'tree_method': 'auto', 'subsample': 0.8, 'scale_pos_weight': 1, 'reg_lambda': 5, 'reg_alpha': 5, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 1.0, 'colsample_bytree': 1.0, 'booster': 'dart'}","[0.82681564, 0.78770950, 0.81005587, 0.83798883, 0.78212291]"
